*,"Data were collected for the time period beginning January 2018, but exclude several months during the onset of the COVID-19 pandemic (i.e., March 2020-August 2020). In some cases, the funded state did not provide CDC enough months of data to calculate percent change. Rates are suppressed when based on <20 overdoses, thus no percent change is available; for more information, please see: Healthy People 2010 Criteria for Data Suppression",,,,,,,,,,,,,,,,,,,,,,
§,The state does not share data from syndromic surveillance systems with DOSE.,,,,,,,,,,,,,,,,,,,,,,
¶,State does not participate in OD2A DOSE ED data sharing.,,,,,,,,,,,,,,,,,,,,,,
**,"Certain comparisons include data from two syndromic surveillance systems; some differences between the systems exist, such as the percent of missing discharge diagnosis codes.",,,,,,,,,,,,,,,,,,,,,,
state,geo,stateSymbol,dataSymbol,startYear,startMonth,endYear,endMonth,allPercentageChange,opioidPercentageChange,heroinPercentageChange,stimulantPercentageChange,allIsSignificant,opioidIsSignificant,heroinIsSignificant,stimulantIsSignificant,allSignificance,opioidSignificance,heroinSignificance,stimulantSignificance,sex,ageRange,state_count,comparisonType
PR,US-PR,,,2022,2,2022,3,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthPR
RI,US-RI,,,2018,1,2018,2,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2018,2,2018,3,missing,missing,missing,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2018,3,2018,4,-10.7,-5.3,8.55,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2018,4,2018,5,10.38,11.72,-21.07,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2018,5,2018,6,-1.29,15.13,44.38,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2018,6,2018,7,-7.84,-25.17,-13.08,suppressed,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Decrease,No Significant Change,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2018,7,2018,8,2.74,18.42,-18.18,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2018,8,2018,9,5.01,23.24,18.31,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2018,9,2018,10,2.67,3.72,7.71,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2018,10,2018,11,-8.13,-15.67,-3.8,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2018,11,2018,12,0.1,-19.77,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2018,12,2019,1,1.9,35.11,suppressed,suppressed,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Increase,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2019,1,2019,2,-12.12,-27.28,suppressed,suppressed,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Decrease,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2019,2,2019,3,5.27,2.9,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2019,3,2019,4,15.77,19.86,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2019,4,2019,5,-3.15,12.72,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2019,5,2019,6,3.76,-9.99,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2019,6,2019,7,-6.97,-8.72,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2019,7,2019,8,17.22,53.97,suppressed,suppressed,TRUE,TRUE,FALSE,FALSE,Significant Increase,Significant Increase,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2019,8,2019,9,-7.02,-24.73,suppressed,suppressed,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Decrease,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2019,9,2019,10,6.51,1.65,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2019,10,2019,11,-6.39,9.26,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2019,11,2019,12,-8.8,-11.8,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2019,12,2020,1,-5.57,-17.54,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2020,1,2020,2,-0.75,-0.74,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2020,2,2020,3,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2020,3,2020,4,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2020,4,2020,5,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2020,5,2020,6,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2020,6,2020,7,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2020,7,2020,8,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2020,8,2020,9,-6.03,-4.42,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2020,9,2020,10,-4.96,-19.71,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2020,10,2020,11,-11.47,9.31,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2020,11,2020,12,21.61,10.83,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Increase,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2020,12,2021,1,6.18,7.41,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2021,1,2021,2,-4.57,-2.1,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2021,2,2021,3,8.35,18.22,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2021,3,2021,4,-14.93,-17.17,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2021,4,2021,5,11.09,18.44,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2021,5,2021,6,-16.59,-21.42,suppressed,suppressed,TRUE,TRUE,FALSE,FALSE,Significant Decrease,Significant Decrease,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2021,6,2021,7,4.82,5.7,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2021,7,2021,8,-8.15,-14.92,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2021,8,2021,9,8.48,19.8,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2021,9,2021,10,-9.3,-13.54,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2021,10,2021,11,-1.53,7.38,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2021,11,2021,12,-3.25,-11.09,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2021,12,2022,1,8.16,9.37,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2022,1,2022,2,16,-17.05,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
RI,US-RI,,*,2022,2,2022,3,-3.82,44.22,suppressed,suppressed,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Increase,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthRI
SC,US-SC,,,2018,1,2018,2,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,,2018,2,2018,3,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,,2018,3,2018,4,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,,2018,4,2018,5,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,,2018,5,2018,6,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,,2018,6,2018,7,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,,2018,7,2018,8,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,,2018,8,2018,9,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,,2018,9,2018,10,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,,2018,10,2018,11,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,,2018,11,2018,12,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,,2018,12,2019,1,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,,2019,1,2019,2,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,,2019,2,2019,3,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,,2019,3,2019,4,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,,2019,4,2019,5,missing,missing,missing,missing,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,,2019,5,2019,6,-2.58,-5.06,-20.35,8.87,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2019,6,2019,7,1.28,0.16,20.56,0.83,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2019,7,2019,8,-1.93,9.41,36.85,-17.56,FALSE,FALSE,TRUE,FALSE,No Significant Change,No Significant Change,Significant Increase,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2019,8,2019,9,-7.96,-19.35,-43.29,8.99,FALSE,TRUE,TRUE,FALSE,No Significant Change,Significant Decrease,Significant Decrease,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2019,9,2019,10,-4.27,7.15,17.9,-30.76,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2019,10,2019,11,22.04,8.97,17.81,38.17,TRUE,FALSE,FALSE,FALSE,Significant Increase,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2019,11,2019,12,-9.65,1.62,-20.08,-2.59,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2019,12,2020,1,0.07,3.02,-0.91,4.7,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2020,1,2020,2,-5.16,-17.52,-14.38,18.91,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Decrease,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,*,2020,2,2020,3,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,*,2020,3,2020,4,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,*,2020,4,2020,5,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,*,2020,5,2020,6,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,*,2020,6,2020,7,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,*,2020,7,2020,8,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSC
SC,US-SC,,,2020,8,2020,9,-5.05,0.59,-15.47,-3.58,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2020,9,2020,10,8.49,3.81,12.18,46.45,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2020,10,2020,11,-5.85,-7.1,-12.51,-13.84,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2020,11,2020,12,-9.53,-10.75,-19.14,-21.69,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2020,12,2021,1,-7.33,-3.81,10.15,3.01,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2021,1,2021,2,19.36,19.84,14.82,35.68,TRUE,TRUE,FALSE,FALSE,Significant Increase,Significant Increase,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2021,2,2021,3,-0.45,1.12,-5.22,-16.17,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2021,3,2021,4,-7.04,-10.67,-16.76,-25.25,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2021,4,2021,5,-5.05,-8.29,-4.65,1.97,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2021,5,2021,6,1.85,11.91,2.18,11.48,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2021,6,2021,7,-1.46,-3.5,-12.23,0.03,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2021,7,2021,8,-12.57,-16.55,-3.17,-23.36,TRUE,TRUE,FALSE,FALSE,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2021,8,2021,9,19.52,26.55,23.64,27.91,TRUE,TRUE,FALSE,FALSE,Significant Increase,Significant Increase,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2021,9,2021,10,3.88,-6.53,-25.45,4.23,FALSE,FALSE,TRUE,FALSE,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2021,10,2021,11,-14.36,-7.89,-0.36,-23.93,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2021,11,2021,12,-1.88,-1.89,-9.35,-5.15,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2021,12,2022,1,-17.74,-13.33,-9.18,-34.92,TRUE,TRUE,FALSE,FALSE,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SC,US-SC,,,2022,1,2022,2,38.24,38.7,22.52,90.7,TRUE,TRUE,FALSE,TRUE,Significant Increase,Significant Increase,No Significant Change,Significant Increase,all,all,1,7Month2MonthSC
SC,US-SC,,,2022,2,2022,3,-7.64,-13.36,-10.46,-12.74,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Decrease,No Significant Change,No Significant Change,all,all,1,7Month2MonthSC
SD,US-SD,,*,2018,1,2018,2,-19.19,suppressed,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Decrease,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2018,2,2018,3,14.46,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2018,3,2018,4,8.64,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2018,4,2018,5,-8.9,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2018,5,2018,6,-4.91,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2018,6,2018,7,-4.44,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2018,7,2018,8,-0.85,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2018,8,2018,9,13.5,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2018,9,2018,10,7.83,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2018,10,2018,11,-14.32,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2018,11,2018,12,-6.5,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2018,12,2019,1,22.43,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2019,1,2019,2,-18.7,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2019,2,2019,3,12.93,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2019,3,2019,4,0.62,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2019,4,2019,5,-7.47,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
